u,v,key,osmid,highway,lanes,oneway,reversed,length,name,tunnel,maxspeed,junction,bridge,access,ref,width,edge_id,label,label_status
1685279681,1685279685,0,156268239,tertiary,2,FALSE,TRUE,46.84183573,شارع الحرم,,,,,,,,3580,,unlabeled
1685279681,1688126863,0,156268239,tertiary,2,FALSE,FALSE,73.85147113,شارع الحرم,,,,,,,,3581,,unlabeled
1685279681,1688126866,0,156582835,residential,,FALSE,FALSE,88.6364055,,,,,,,,,3582,,unlabeled
1685279683,6647007892,0,707332468,tertiary,1,TRUE,FALSE,16.13945878,شارع الأنصار,,,,,,,,3583,,unlabeled
1685279683,6647007179,0,707332463,residential,,TRUE,FALSE,18.0628382,شارع عبدالله السهمي,,,,,,,,3584,,unlabeled
1685279685,1685279681,0,156268239,tertiary,2,FALSE,FALSE,46.84183573,شارع الحرم,,,,,,,,3585,,unlabeled
1685279685,1685279695,0,156268239,tertiary,2,FALSE,TRUE,45.9645619,شارع الحرم,,,,,,,,3586,,unlabeled
1685279685,1688147362,0,156583382,residential,,FALSE,FALSE,123.0617919,ممر بيتونيا,,,,,,,,3587,,unlabeled
1685279687,6646717485,0,156268240,tertiary,2,FALSE,FALSE,55.2325082,شارع حليمة السعدية,,,,,,,,3588,,unlabeled
1685279687,1685279709,0,156268240,tertiary,2,FALSE,TRUE,99.80880628,شارع حليمة السعدية,,,,,,,,3589,,unlabeled
1685279687,1689127626,0,672149031,residential,,FALSE,FALSE,68.38047437,شارع الشونة,,,,,,,,3590,,unlabeled
1685279689,1689127576,0,674872772,tertiary,2,TRUE,FALSE,5.084635331,شارع نائلة الفرافصة,,,,,,,,3591,,unlabeled
1685279689,1688161700,0,707652752,residential,,FALSE,FALSE,46.75527655,شارع محمد المحمصاني,,,,,,,,3592,,unlabeled
1685279689,6646717487,0,707652752,residential,,FALSE,TRUE,2.995908043,شارع محمد المحمصاني,,,,,,,,3593,,unlabeled
1685279695,1685279685,0,156268239,tertiary,2,FALSE,FALSE,45.9645619,شارع الحرم,,,,,,,,3594,,unlabeled
1685279695,1685279679,0,672386188,tertiary,1,TRUE,FALSE,105.660982,شارع الحرم,,,,,,,,3595,,unlabeled
1685279704,6646717488,0,156583803,residential,,FALSE,FALSE,5.499643239,شارع الأوس,,,,,,,,3596,,unlabeled
1685279704,1688161694,0,156583803,residential,,FALSE,TRUE,201.5746766,شارع الأوس,,,,,,,,3597,,unlabeled
1685279704,1685279689,0,674872772,tertiary,2,TRUE,FALSE,70.01799029,شارع نائلة الفرافصة,,,,,,,,3598,,unlabeled
1685279707,6646717490,0,156268190,secondary,2,TRUE,FALSE,274.9889948,شارع الدستور,,60,,,,,,3599,,unlabeled
1685279707,1689127685,0,156678529,residential,,FALSE,TRUE,65.46375439,شارع الشراع,,,,,,,,3600,,unlabeled
1685279709,1685279687,0,156268240,tertiary,2,FALSE,FALSE,99.80880628,شارع حليمة السعدية,,,,,,,,3601,,unlabeled
1685279709,1685279712,0,156268240,tertiary,2,FALSE,TRUE,60.88592219,شارع حليمة السعدية,,,,,,,,3602,,unlabeled
1685279709,1689127588,0,156678523,residential,,FALSE,TRUE,64.51208324,,,,,,,,,3603,,unlabeled
1685279711,12452874703,0,156268272,tertiary,2,FALSE,FALSE,10.85188307,شارع بني كنانة,,,,,,,,3604,,unlabeled
1685279711,1688147355,0,156583364,residential,,FALSE,TRUE,63.8271716,,,,,,,,,3605,,unlabeled
1685279711,1685279669,0,156268272,tertiary,2,FALSE,TRUE,184.53725,شارع بني كنانة,,,,,,,,3606,,unlabeled
1685279712,1685279709,0,156268240,tertiary,2,FALSE,FALSE,60.88592219,شارع حليمة السعدية,,,,,,,,3607,,unlabeled
1685279712,1689127638,0,156678550,residential,,FALSE,FALSE,65.03125265,شارع قريوت,,,,,,,,3608,,unlabeled
1685279712,1685279739,0,156268240,tertiary,2,FALSE,TRUE,117.3076539,شارع حليمة السعدية,,,,,,,,3609,,unlabeled
1685279713,1688147383,0,156583370,residential,,FALSE,TRUE,56.50928076,شارع جسر المجامع,,,,,,,,3610,,unlabeled
1685279713,1685279728,0,156268272,tertiary,2,FALSE,FALSE,64.27938904,شارع بني كنانة,,,,,,,,3611,,unlabeled
1685279713,12452874703,0,156268272,tertiary,2,FALSE,TRUE,36.35593428,شارع بني كنانة,,,,,,,,3612,,unlabeled
1685279716,1631710801,0,"[156268208, 689951016]",tertiary,1,TRUE,FALSE,23.28401101,شارع عدي بن حاتم,,,,,,,,3613,,unlabeled
1685279716,1689127649,0,156678682,secondary_link,1,TRUE,FALSE,32.04791095,,,,,,,,,3614,,unlabeled
1685279717,1689160548,0,156685248,residential,,FALSE,TRUE,75.49021544,,,,,,,,,3615,,unlabeled
1685279717,6602684889,0,156268212,secondary,2,TRUE,FALSE,123.506256,شارع الدستور,,60,,,,,,3616,,unlabeled
1685279719,6294262186,0,156268193,residential,,TRUE,FALSE,32.90344069,شارع بني خزاعة,,,,,,,,3617,,unlabeled
1685279719,1688627586,0,380970704,residential,,FALSE,TRUE,58.1325604,شارع بني خزاعة,,,,,,,,3618,,unlabeled
1685279728,6647007890,0,156268272,tertiary,2,FALSE,FALSE,7.469435582,شارع بني كنانة,,,,,,,,3619,,unlabeled
1685279728,6647007889,0,156268281,tertiary,1,TRUE,FALSE,44.84624383,شارع الأنصار,,,,,,,,3620,,unlabeled
1685279728,1685279713,0,156268272,tertiary,2,FALSE,TRUE,64.27938904,شارع بني كنانة,,,,,,,,3621,,unlabeled
1685279737,1685279765,0,"[707254155, 156268204, 156268227]",tertiary,"['2', '1']",TRUE,FALSE,161.4084751,شارع عدي بن حاتم,,,,,,,,3622,,unlabeled
1685279737,6294261884,0,156268275,tertiary,2,TRUE,FALSE,14.83810971,,,,roundabout,,,,,3623,,unlabeled
1685279738,6294261882,0,156268205,residential,,TRUE,FALSE,33.80814313,شارع بني طي,,,,,,,,3624,,unlabeled
1685279738,6646436222,0,156628192,residential,,FALSE,TRUE,25.88199861,شارع بني طي,,,,,,,,3625,,unlabeled
1685279739,1689127766,0,156678787,residential,,FALSE,FALSE,41.35059576,شارع لبيب الرياشي,,,,,,,,3626,,unlabeled
1685279739,1685279712,0,156268240,tertiary,2,FALSE,FALSE,117.3076539,شارع حليمة السعدية,,,,,,,,3627,,unlabeled
1685279739,1689127825,0,156268240,tertiary,2,FALSE,TRUE,96.77017599,شارع حليمة السعدية,,,,,,,,3628,,unlabeled
1685279746,1685279767,0,156268186,tertiary,,FALSE,TRUE,56.72262492,شارع الدستور,,,,,,,,3629,,unlabeled
1685279746,6602287528,0,703079297,tertiary,2,TRUE,FALSE,43.84891035,شارع الدستور,,60,,,,,,3630,,unlabeled
1685279754,1688147395,0,156583384,residential,,FALSE,TRUE,117.4267458,شارع الفراهيدي,,,,,,,,3631,,unlabeled
1685279754,1685279785,0,707332469,tertiary,2,FALSE,FALSE,139.0848075,شارع الأنصار,,,,,,,,3632,,unlabeled
1685279754,6647007893,0,707332469,tertiary,2,FALSE,TRUE,107.3767087,شارع الأنصار,,,,,,,,3633,,unlabeled
1685279755,7456130024,0,156628217,residential,,FALSE,TRUE,9.593852092,شارع بني تميم,,,,,,,,3634,,unlabeled
1685279755,6506709232,0,156268214,residential,,TRUE,FALSE,30.23975754,شارع بني تميم,,,,,,,,3635,,unlabeled
1685279758,6294261884,0,"[156268200, 156268219, 156268203]",tertiary,"['2', '1']",TRUE,FALSE,159.7617492,شارع عدي بن حاتم,,,,,,,,3636,,unlabeled
1685279758,1685279765,0,156268278,residential,,TRUE,FALSE,20.41365854,,,,roundabout,,,,,3637,,unlabeled
1685279763,1689127825,0,156268240,tertiary,2,FALSE,FALSE,49.9130084,شارع حليمة السعدية,,,,,,,,3638,,unlabeled
1685279763,6602747954,0,156268240,tertiary,2,FALSE,TRUE,46.99279699,شارع حليمة السعدية,,,,,,,,3639,,unlabeled
1685279763,1689127895,0,156678698,residential,,FALSE,FALSE,155.6682393,شارع حليمة السعدية ممر 3,,,,,,,,3640,,unlabeled
1685279764,1685279755,0,156268195,residential,,TRUE,FALSE,36.74762764,شارع بني تميم,,,,,,,,3641,,unlabeled
1685279764,6506709232,0,156268278,residential,,TRUE,FALSE,16.09543057,,,,roundabout,,,,,3642,,unlabeled
1685279765,1685279770,0,156268278,residential,,TRUE,FALSE,37.54590787,,,,roundabout,,,,,3643,,unlabeled
1685279767,1685279788,0,156268186,tertiary,,FALSE,TRUE,148.1388916,شارع الدستور,,,,,,,,3644,,unlabeled
1685279767,1689127860,0,156678552,residential,,FALSE,FALSE,67.66795183,,,,,,,,,3645,,unlabeled
1685279767,1685279746,0,156268186,tertiary,,FALSE,FALSE,56.72262492,شارع الدستور,,,,,,,,3646,,unlabeled
1685279768,1685279764,0,156268278,residential,,TRUE,FALSE,19.21583635,,,,roundabout,,,,,3647,,unlabeled
1685279769,6506709229,0,156268232,residential,,TRUE,FALSE,37.59226778,شارع الفوارة,,,,,,,,3648,,unlabeled
1685279769,6646402669,0,156268271,residential,,FALSE,FALSE,44.72951594,شارع الفوارة,,,,,,,,3649,,unlabeled
1685279770,6506709229,0,156268278,residential,,TRUE,FALSE,4.105920898,,,,roundabout,,,,,3650,,unlabeled
1685279770,1685279769,0,156268231,residential,,TRUE,FALSE,32.29015175,شارع الفوارة,,,,,,,,3651,,unlabeled
1685279774,1685279768,0,156268278,residential,,TRUE,FALSE,22.05858692,,,,roundabout,,,,,3652,,unlabeled
1685279774,1685279779,0,156268236,residential,,TRUE,FALSE,20.74912932,,,,,,,,,3653,,unlabeled
1685279778,6602747954,0,156268240,tertiary,2,FALSE,FALSE,7.556907291,شارع حليمة السعدية,,,,,,,,3654,,unlabeled
1685279778,1685279782,0,156268240,tertiary,2,FALSE,TRUE,66.61403426,شارع حليمة السعدية,,,,,,,,3655,,unlabeled
1685279778,1689127890,0,156678821,residential,,FALSE,TRUE,57.14115711,شارع عمرو بن معاذ,,,,,,,,3656,,unlabeled
1685279779,1688627639,0,666812409,residential,,FALSE,FALSE,24.64604071,,,,,,,,,3657,,unlabeled
1685279779,1685279768,0,156268233,residential,,TRUE,FALSE,22.78543133,,,,,,,,,3658,,unlabeled
1685279780,1688627655,0,156628240,residential,,FALSE,TRUE,40.28375789,شارع بني تميم,,,,,,,,3659,,unlabeled
1685279780,6506709233,0,156268198,residential,,TRUE,FALSE,30.56180451,شارع بني تميم,,,,,,,,3660,,unlabeled
1685279782,1689127917,0,156678747,residential,,FALSE,TRUE,71.88252669,شارع ذياب العوران,,,,,,,,3661,,unlabeled
1685279782,1685279778,0,156268240,tertiary,2,FALSE,FALSE,66.61403426,شارع حليمة السعدية,,,,,,,,3662,,unlabeled
1685279782,1685279791,0,156268240,tertiary,2,FALSE,TRUE,73.34135143,شارع حليمة السعدية,,,,,,,,3663,,unlabeled
1685279782,1689127860,0,"[671696378, 156678747]",residential,,FALSE,FALSE,103.3467075,شارع ذياب العوران,,,,,,,,3664,,unlabeled
1685279785,1688147366,0,156583361,residential,,FALSE,FALSE,365.8331278,شارع بني شيبان,,,,,,,,3665,,unlabeled
1685279785,1685279787,0,707332469,tertiary,2,FALSE,FALSE,10.58324949,شارع الأنصار,,,,,,,,3666,,unlabeled
1685279785,1685279754,0,707332469,tertiary,2,FALSE,TRUE,139.0848075,شارع الأنصار,,,,,,,,3667,,unlabeled
1685279786,1688627643,0,156268271,residential,,FALSE,TRUE,28.96053553,شارع الفوارة,,,,,,,,3668,,unlabeled
1685279787,6647258134,0,156268283,residential,,FALSE,FALSE,17.0356717,شارع بني قحطان,,,,,,,,3669,,unlabeled
1685279787,1688147428,0,156583360,tertiary,2,FALSE,TRUE,66.05471633,شارع الأدارسة,,,,,,,,3670,,unlabeled
1685279787,1685279785,0,707332469,tertiary,2,FALSE,TRUE,10.58324949,شارع الأنصار,,,,,,,,3671,,unlabeled
1685279788,1685279767,0,156268186,tertiary,,FALSE,FALSE,148.1388916,شارع الدستور,,,,,,,,3672,1,labeled
1685279788,1689127899,0,156678565,tertiary,2,FALSE,FALSE,70.96875706,شارع نزال العرموطي,,50,,,,,,3673,,unlabeled
1685279788,1685279792,0,156268186,tertiary,,FALSE,TRUE,98.16699684,شارع الدستور,,,,,,,,3674,,unlabeled
1685279788,1689127944,0,382662648,tertiary,,FALSE,TRUE,54.82037036,شارع عبد الوهاب الدمشقي,,,,,,,,3675,,unlabeled
1685279791,1685279782,0,156268240,tertiary,2,FALSE,FALSE,73.34135143,شارع حليمة السعدية,,,,,,,,3676,,unlabeled
1685279791,6602443238,0,703051788,tertiary,1,TRUE,FALSE,31.56765104,شارع حليمة السعدية,,,,,,,,3677,,unlabeled
1685279792,1685279788,0,156268186,tertiary,,FALSE,FALSE,98.16699684,شارع الدستور,,,,,,,,3678,,unlabeled
1685279792,1685279798,0,156268186,tertiary,,FALSE,TRUE,116.0680086,شارع الدستور,,,,,,,,3679,,unlabeled
1685279792,1685279797,0,156678816,residential,,FALSE,FALSE,103.308635,شارع بني ثقيف,,,,,,,,3680,,unlabeled
1685279794,6602443250,0,703051789,tertiary,2,FALSE,FALSE,5.604482997,شارع حليمة السعدية,,,,,,,,3681,,unlabeled
1685279794,6602443251,0,703051784,tertiary,,FALSE,TRUE,26.18819135,شارع عبد الوهاب الدمشقي,,,,,,,,3682,,unlabeled
1685279794,6602821912,0,703051789,tertiary,2,FALSE,TRUE,75.89150664,شارع حليمة السعدية,,,,,,,,3683,,unlabeled
1685279794,6602443242,0,703057389,residential,,FALSE,FALSE,9.963041157,شارع كعب بن زهير,,,,,,,,3684,,unlabeled
1685279795,1685279799,0,156268283,residential,,FALSE,FALSE,68.35928017,شارع بني قحطان,,,,,,,,3685,,unlabeled
1685279795,1688627759,0,156628194,residential,,FALSE,TRUE,56.91653582,,,,,,,,,3686,,unlabeled
1685279795,6647258134,0,156268283,residential,,FALSE,TRUE,119.8949442,شارع بني قحطان,,,,,,,,3687,,unlabeled
1685279797,1689128080,0,382662646,residential,,FALSE,FALSE,59.05591423,شارع سعد الله الجابري,,,,,,,,3688,,unlabeled
1685279797,6602821912,0,703051789,tertiary,2,FALSE,FALSE,27.92405125,شارع حليمة السعدية,,,,,,,,3689,,unlabeled
1685279797,1685279792,0,156678816,residential,,FALSE,TRUE,103.308635,شارع بني ثقيف,,,,,,,,3690,,unlabeled
1685279797,1685279803,0,703051789,tertiary,2,FALSE,TRUE,114.3038444,شارع حليمة السعدية,,,,,,,,3691,,unlabeled
1685279798,1685279792,0,156268186,tertiary,,FALSE,FALSE,116.0680086,شارع الدستور,,,,,,,,3692,,unlabeled
1685279798,1685279806,0,156268186,tertiary,,FALSE,TRUE,131.5920787,شارع الدستور,,,,,,,,3693,,unlabeled
1685279798,1689160807,0,156685197,residential,,FALSE,FALSE,104.0442788,شارع عيسى القيسي,,,,,,,,3694,,unlabeled
1685279799,1685279800,0,156268283,residential,,FALSE,FALSE,19.58712889,شارع بني قحطان,,,,,,,,3695,,unlabeled
1685279799,1685279795,0,156268283,residential,,FALSE,TRUE,68.35928017,شارع بني قحطان,,,,,,,,3696,,unlabeled
1685279799,1688627754,0,156628210,residential,,FALSE,FALSE,70.39509589,شارع السيف,,,,,,,,3697,,unlabeled
1685279800,1685279799,0,156268283,residential,,FALSE,TRUE,19.58712889,شارع بني قحطان,,,,,,,,3698,,unlabeled
1685279800,1688627809,0,156628201,residential,,FALSE,FALSE,72.71939076,شارع بني قحطان ممر 1,,,,,,,,3699,,unlabeled
1685279800,1685279805,0,156268283,residential,,FALSE,FALSE,74.15286949,شارع بني قحطان,,,,,,,,3700,,unlabeled
1685279803,1685279804,0,703051789,tertiary,2,FALSE,TRUE,48.00610719,شارع حليمة السعدية,,,,,,,,3701,,unlabeled
1685279803,1689128153,0,156678691,tertiary,,FALSE,TRUE,50.28627975,شارع سيف الدولة الحمداني,,,,,,,,3702,,unlabeled
1685279803,1685279797,0,703051789,tertiary,2,FALSE,FALSE,114.3038444,شارع حليمة السعدية,,,,,,,,3703,,unlabeled
1685279804,1685279803,0,703051789,tertiary,2,FALSE,FALSE,48.00610719,شارع حليمة السعدية,,,,,,,,3704,,unlabeled
1685279804,1685279809,0,703051789,tertiary,2,FALSE,TRUE,64.88745691,شارع حليمة السعدية,,,,,,,,3705,,unlabeled
1685279804,1689128153,0,156678707,tertiary,,FALSE,FALSE,44.83319742,شارع سيف الدولة الحمداني,,,,,,,,3706,,unlabeled
1685279805,6646945692,0,156268283,residential,,FALSE,FALSE,93.49909416,شارع بني قحطان,,,,,,,,3707,,unlabeled
1685279805,1685279800,0,156268283,residential,,FALSE,TRUE,74.15286949,شارع بني قحطان,,,,,,,,3708,,unlabeled
1685279805,1688627811,0,156628218,residential,,FALSE,TRUE,64.53095087,شارع نبتون,,,,,,,,3709,,unlabeled
1685279806,1685279808,0,156268186,tertiary,,FALSE,TRUE,31.07458811,شارع الدستور,,,,,,,,3710,,unlabeled
1685279806,1685279798,0,156268186,tertiary,,FALSE,FALSE,131.5920787,شارع الدستور,,,,,,,,3711,,unlabeled
1685279806,1689160823,0,179237443,residential,,FALSE,TRUE,157.2802395,,,,,,,,,3712,,unlabeled
1685279808,1685279806,0,156268186,tertiary,,FALSE,FALSE,31.07458811,شارع الدستور,,,,,,,,3713,,unlabeled
1685279808,6602333742,0,156268186,tertiary,,FALSE,TRUE,58.16714748,شارع الدستور,,,,,,,,3714,,unlabeled
1685279808,1689160911,0,380970711,residential,,FALSE,FALSE,377.439648,شارع باب الساهرة,,,,,,,,3715,,unlabeled
1685279809,1685279804,0,703051789,tertiary,2,FALSE,FALSE,64.88745691,شارع حليمة السعدية,,,,,,,,3716,,unlabeled
1685279809,1689128408,0,156678586,residential,,FALSE,TRUE,251.1542277,شارع هاشم الأتاسي,,,,,,,,3717,,unlabeled
1685279809,1685279811,0,703051789,tertiary,2,FALSE,TRUE,109.3418991,شارع حليمة السعدية,,,,,,,,3718,,unlabeled
1685279811,6602333742,0,703038853,tertiary,,FALSE,FALSE,43.59439134,,,,,,,,,3719,,unlabeled
1685279811,1685279809,0,703051789,tertiary,2,FALSE,FALSE,109.3418991,شارع حليمة السعدية,,,,,,,,3720,,unlabeled
1685279811,1685279812,0,703051789,tertiary,2,FALSE,TRUE,57.22487765,شارع حليمة السعدية,,,,,,,,3721,,unlabeled
1685279812,6602450991,0,703051789,tertiary,2,FALSE,TRUE,10.23762177,شارع حليمة السعدية,,,,,,,,3722,,unlabeled
1685279812,6602450992,0,703051793,tertiary_link,,FALSE,FALSE,25.9997626,,,,,,,,,3723,,unlabeled
1685279812,1685279811,0,703051789,tertiary,2,FALSE,FALSE,57.22487765,شارع حليمة السعدية,,,,,,,,3724,,unlabeled
1685279814,1689160922,0,156268186,tertiary,,FALSE,FALSE,9.85301331,شارع الدستور,,,,,,,,3725,,unlabeled
1685279814,1685279817,0,156268273,tertiary,,FALSE,TRUE,231.1323853,شارع حليمة السعدية,,,,,,,,3726,,unlabeled
1685279814,6602337292,0,703051789,tertiary,2,FALSE,FALSE,10.2842646,شارع حليمة السعدية,,,,,,,,3727,,unlabeled
1685279817,1685279814,0,156268273,tertiary,,FALSE,FALSE,231.1323853,شارع حليمة السعدية,,,,,,,,3728,,unlabeled
1685279817,1685279823,0,156268273,tertiary,,FALSE,TRUE,63.10692741,شارع حليمة السعدية,,,,,,,,3729,,unlabeled
1685279817,1689128849,0,156678805,residential,,FALSE,TRUE,191.9302761,شارع وادي الخروب,,,,,,,,3730,,unlabeled
1685279819,6431599115,0,706468154,residential,,TRUE,FALSE,31.71503694,شارع الأمير محمد,,,,,,,,3731,,unlabeled
1685279819,1685279831,0,686168304,residential,,FALSE,FALSE,229.0598472,شارع الأمير محمد,,,,,,,,3732,,unlabeled
1685279823,6660981282,0,156268273,tertiary,,FALSE,TRUE,29.68957764,شارع حليمة السعدية,,,,,,,,3733,,unlabeled
1685279823,1685279817,0,156268273,tertiary,,FALSE,FALSE,63.10692741,شارع حليمة السعدية,,,,,,,,3734,,unlabeled
1685279823,1689129541,0,156678770,tertiary,2,FALSE,FALSE,730.9594314,شارع نور الدين زنكي,,,,,,,,3735,,unlabeled
1685279831,1685279834,0,686168304,residential,,FALSE,FALSE,109.7409469,شارع الأمير محمد,,,,,,,,3736,,unlabeled
1685279831,1685279819,0,686168304,residential,,FALSE,TRUE,229.0598472,شارع الأمير محمد,,,,,,,,3737,,unlabeled
1685279831,11921521737,0,1285078709,residential,,FALSE,FALSE,136.1624571,,,,,,,,,3738,,unlabeled
1685279834,1631710948,0,156268280,residential,,FALSE,TRUE,412.4734106,شارع شب الواحدي,,,,,,,,3739,,unlabeled
1685279834,6431485983,0,686168302,residential,,TRUE,FALSE,72.27658288,شارع الأمير محمد,,,,,,,,3740,,unlabeled
1685279834,1685279831,0,686168304,residential,,FALSE,TRUE,109.7409469,شارع الأمير محمد,,,,,,,,3741,,unlabeled
1685279841,332572836,0,156268228,tertiary,2,FALSE,TRUE,63.51309823,,,,,,,,,3742,,unlabeled
1685279841,1689129732,0,156678770,tertiary,2,FALSE,FALSE,99.23075343,شارع نور الدين زنكي,,,,,,,,3743,,unlabeled
1685279841,1689129541,0,156678770,tertiary,2,FALSE,TRUE,136.0601391,شارع نور الدين زنكي,,,,,,,,3744,,unlabeled
1685279844,1689129729,0,156678531,residential,,FALSE,TRUE,78.95359829,,,,,,,,,3745,,unlabeled
1685279844,1685279848,0,156268213,residential,,TRUE,FALSE,138.079577,شارع الأمير محمد,,,,,,,,3746,,unlabeled
1685279848,1685279851,0,156268213,residential,,TRUE,FALSE,99.08710772,شارع الأمير محمد,,,,,,,,3747,,unlabeled
1685279851,1685279853,0,156268213,residential,,TRUE,FALSE,112.9054457,شارع الأمير محمد,,,,,,,,3748,,unlabeled
1685279853,1633295787,0,689698318,primary_link,1,TRUE,FALSE,19.44436723,,,,,,,,,3749,,unlabeled
1685279853,6431531833,0,156268213,residential,,TRUE,FALSE,264.6697209,شارع الأمير محمد,,,,,,,,3750,,unlabeled
1686880010,1686880018,0,156428724,residential,,FALSE,FALSE,168.4880354,شارع الدستور ممر 6,,,,,,,,3751,,unlabeled
1686880017,6647511411,0,156428801,residential,,FALSE,FALSE,61.07939507,شارع النابغة الجعدي,,,,,,,,3752,,unlabeled
1686880017,1630672599,0,378269858,secondary,3,TRUE,FALSE,56.270731,شارع عائشة بنت أبي بكر,,,,,,,,3753,,unlabeled
1686880018,1686880010,0,156428724,residential,,FALSE,TRUE,168.4880354,شارع الدستور ممر 6,,,,,,,,3754,,unlabeled
1686880018,1686880020,0,156428801,residential,,FALSE,FALSE,42.29994614,شارع النابغة الجعدي,,,,,,,,3755,,unlabeled
1686880018,6647511411,0,156428801,residential,,FALSE,TRUE,33.9694106,شارع النابغة الجعدي,,,,,,,,3756,,unlabeled
1686880019,1685279602,0,156268190,secondary,2,TRUE,FALSE,41.46873297,شارع الدستور,,60,,,,,,3757,,unlabeled
1686880019,1686880041,0,156428714,residential,,FALSE,TRUE,176.0073178,,,,,,,,,3758,,unlabeled
1686880020,1686880027,0,156428801,residential,,FALSE,FALSE,74.7621706,شارع النابغة الجعدي,,,,,,,,3759,,unlabeled
1686880020,1686880018,0,156428801,residential,,FALSE,TRUE,42.29994614,شارع النابغة الجعدي,,,,,,,,3760,,unlabeled
1686880020,1685279589,0,156428781,residential,,FALSE,FALSE,169.6822219,شارع العدنانيون,,,,,,,,3761,,unlabeled
1686880020,1686880024,0,156428781,residential,,FALSE,TRUE,75.76604144,شارع العدنانيون,,,,,,,,3762,,unlabeled
1686880021,1686880032,0,380970705,residential,,FALSE,FALSE,60.64734693,شارع أحمد السقاف,,,,,,,,3763,,unlabeled
1686880021,6646611459,0,380970705,residential,,FALSE,TRUE,68.81795181,شارع أحمد السقاف,,,,,,,,3764,,unlabeled
1686880021,1685279601,0,156582848,residential,,FALSE,FALSE,103.3223285,شارع التضحية,,,,,,,,3765,,unlabeled
1686880024,1686880036,0,156428781,residential,,FALSE,TRUE,38.27779673,شارع العدنانيون,,,,,,,,3766,,unlabeled
1686880024,1686880077,0,156428761,residential,,FALSE,TRUE,274.186237,شارع سليم الجزائري,,,,,,,,3767,,unlabeled
1686880024,1686880020,0,156428781,residential,,FALSE,FALSE,75.76604144,شارع العدنانيون,,,,,,,,3768,,unlabeled
1686880027,1685279602,0,156428723,residential,,FALSE,TRUE,173.1969037,,,,,,,,,3769,,unlabeled
1686880027,1686880041,0,156428801,residential,,FALSE,FALSE,45.20856894,شارع النابغة الجعدي,,,,,,,,3770,,unlabeled
1686880027,1686880020,0,156428801,residential,,FALSE,TRUE,74.7621706,شارع النابغة الجعدي,,,,,,,,3771,,unlabeled
1686880032,6646240728,0,156582836,residential,,FALSE,TRUE,86.61632684,,,,,,,,,3772,,unlabeled
1686880032,1686880021,0,380970705,residential,,FALSE,TRUE,60.64734693,شارع أحمد السقاف,,,,,,,,3773,,unlabeled
1686880032,6646611466,0,156582836,residential,,FALSE,FALSE,105.059555,,,,,,,,,3774,,unlabeled
1686880032,1686880046,0,380970705,residential,,FALSE,FALSE,59.27962904,شارع أحمد السقاف,,,,,,,,3775,,unlabeled
1686880036,1631710708,0,156428749,residential,,TRUE,FALSE,41.74442107,شارع العدنانيون,,,,,,,,3776,,unlabeled
1686880036,1686880024,0,156428781,residential,,FALSE,FALSE,38.27779673,شارع العدنانيون,,,,,,,,3777,,unlabeled
1686880039,1685279617,0,156428759,residential,,TRUE,FALSE,35.15044937,شارع عبد الله مخلص,,,,,,,,3778,,unlabeled
1686880039,1686880043,0,156428786,residential,,FALSE,FALSE,44.52769154,شارع عبد الله مخلص,,,,,,,,3779,,unlabeled
1686880041,1686880044,0,156428801,residential,,FALSE,FALSE,23.30946615,شارع النابغة الجعدي,,,,,,,,3780,,unlabeled
1686880041,1686880027,0,156428801,residential,,FALSE,TRUE,45.20856894,شارع النابغة الجعدي,,,,,,,,3781,,unlabeled
1686880041,1686880019,0,156428714,residential,,FALSE,FALSE,176.0073178,,,,,,,,,3782,,unlabeled
1686880043,1686880065,0,156428786,residential,,FALSE,FALSE,111.3320094,شارع عبد الله مخلص,,,,,,,,3783,,unlabeled
1686880043,1686880039,0,156428786,residential,,FALSE,TRUE,44.52769154,شارع عبد الله مخلص,,,,,,,,3784,,unlabeled
1686880043,1686880068,0,"[672149025, 156428802]",residential,,FALSE,TRUE,141.6805858,شارع مصطفى الدباغ,,,,,,,,3785,,unlabeled
1686880044,1686880065,0,156428801,residential,,FALSE,FALSE,113.1868745,شارع النابغة الجعدي,,,,,,,,3786,,unlabeled
1686880044,1686880041,0,156428801,residential,,FALSE,TRUE,23.30946615,شارع النابغة الجعدي,,,,,,,,3787,,unlabeled
1686880044,1685279612,0,156428730,residential,,FALSE,TRUE,179.9006964,,,,,,,,,3788,,unlabeled
1686880046,1685279625,0,156582842,residential,,FALSE,TRUE,98.42983147,,,,,,,,,3789,,unlabeled
1686880046,6646449896,0,156582842,residential,,FALSE,FALSE,104.341871,,,,,,,,,3790,,unlabeled
1686880046,1686880058,0,380970705,residential,,FALSE,FALSE,52.19145342,شارع أحمد السقاف,,,,,,,,3791,,unlabeled
1686880046,1686880032,0,380970705,residential,,FALSE,TRUE,59.27962904,شارع أحمد السقاف,,,,,,,,3792,,unlabeled
1686880058,1688126786,0,156582816,residential,,FALSE,FALSE,41.7219936,,,,,,,,,3793,,unlabeled
1686880058,1686880061,0,380970705,residential,,FALSE,FALSE,26.38864896,شارع أحمد السقاف,,,,,,,,3794,,unlabeled
1686880058,1686880046,0,380970705,residential,,FALSE,TRUE,52.19145342,شارع أحمد السقاف,,,,,,,,3795,,unlabeled
1686880061,13264372043,0,380970705,residential,,FALSE,FALSE,22.30264822,شارع أحمد السقاف,,,,,,,,3796,,unlabeled
